synset_id,definition,eng,spa,jpn,fra,por,ita,pol,cmn,ind
8361329,a political system in which the supreme power lies in a body of citizens who can elect people to represent them,"[""democracy"", ""republic"", ""commonwealth""]","[""democracia"", ""república""]","[""リパブリック"", ""レパブリック"", ""共和国"", ""民主制"", ""民主国家""]","[""communauté"", ""démocratie"", ""république""]","[""democracia"", ""república""]","[""democrazia"", ""repubblica""]","[""państwo_demokratyczne""]","[""共和国"", ""民主政治"", ""联邦""]","[""demokrasi"", ""republik""]"
8363812,an autocracy governed by a monarch who usually inherits the authority,"[""monarchy""]","[""monarquía""]","[""モナーキー"", ""君主制"", ""君主制体"", ""君主国"", ""君主政体""]","[""monarchie""]","[""monarquia""]","[""monarchia""]","[""monarchia"", ""monarchizm""]","[""君主制"", ""君主政体"", ""帝制""]","[""monarki""]"
8364143,an economic system based on private ownership of capital,"[""capitalism"", ""capitalist_economy""]","[""capitalismo""]","[""キャピタリズム"", ""資本主義""]","[""Capitalisme"", ""capitalisme""]","[""Capitalismo"", ""capitalismo""]","[""capitalismo""]","[""gospodarka_kapitalistyczna"", ""kapitalizm""]","[""资本主义""]","[""kapitalisme""]"
8366753,the system of production and distribution and consumption,"[""economy"", ""economic_system""]","[""economía""]","[""エコノミ"", ""エコノミー"", ""ファイナンス"", ""理財"", ""経済""]","[""activité_économique"", ""régime_économique"", ""système_économique"", ""économie""]","[""Sistemas_econômicos"", ""economia"", ""sistemas_económicos""]","[""economia"", ""sistema_economico""]","[""ekonomika"", ""gospodarka"", ""system_ekonomiczny"", ""typ_gospodarki""]","[""经济"", ""经济体系""]","[""ekonomi""]"
8369406,all the people living at the same time or of approximately the same age,"[""coevals"", ""contemporaries"", ""generation""]","[""generación""]","[""ジェネレーション"", ""ゼネレーション"", ""世代"", ""時人""]","[""génération""]","[""geração""]","[""coetaneo"", ""generazione""]","[""formacja"", ""generacja"", ""pokolenie""]","[""代"", ""同时代的人"", ""辈""]","[""angkatan"", ""generasi"", ""keturunan"", ""sebaya""]"
8402442,a group of representatives or delegates,"[""deputation"", ""commission"", ""delegation"", ""delegacy"", ""mission""]","[""comisión"", ""comité"", ""delegación"", ""diputación"", ""encomienda""]","[""デリゲーション"", ""デレゲーション"", ""ミッション"", ""代表団"", ""使節団""]","[""commission"", ""délégation"", ""mission""]","[""comissão"", ""comité"", ""comitê"", ""delegação"", ""embaixada""]","[""delegazione"", ""deputazione"", ""missione"", ""rappresentanza""]","[""delegacja"", ""deputacja"", ""misja"", ""przedstawicielstwo"", ""reprezentacja""]","[""代理人"", ""代表"", ""代表团""]","[""badan_perwakilan"", ""delegasi"", ""kedutaan"", ""komisi"", ""misi""]"
8406486,an institution supported by an endowment,"[""foundation""]","[""fundación""]","[""財団"", ""財団法人""]","[""fondation""]","[""fundação""]","[""fondazione""]","[""fundacja""]","[""基金会""]","[""yayasan""]"
8407619,a collection of things (goods or works of art etc.) for public display,"[""exhibition"", ""exposition"", ""expo""]","[""exposición""]","[""エキシビション"", ""エキジビション"", ""エキスポ"", ""エクスポ"", ""博覧会""]","[""expo"", ""exposition"", ""salon""]","[""Exposições"", ""exposição""]","[""esposizione"", ""fiera"", ""mostra"", ""rassegna""]","[""ekspozycja"", ""wystawa""]","[""博览会"", ""展览会""]","[""ekspo"", ""eksposisi"", ""pameran"", ""pertunjukan""]"
8425303,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time,"[""traffic""]","[""circulación"", ""tráfico"", ""tránsito""]","[""交通""]","[""trafic""]","[""Transito"", ""Tránsito"", ""Trânsito"", ""circulação"", ""tráfego""]","[""traffico""]","[""ruch_drogowy""]","[""交通""]","[""lalu_lintas""]"
8430203,a formation of people or things one behind another,"[""line""]","[""cola"", ""fila""]","[""ライン"", ""並"", ""並び"", ""列"", ""列伍""]","[""ligne""]","[""bicha"", ""fila"", ""linha""]","[""coda"", ""fila"", ""linea""]","[""linia"", ""rząd"", ""szereg"", ""sznur"", ""wąż""]","[""战斗编队系列"", ""排队""]","[""barisan"", ""berderet"", ""deretan""]"
8431437,an arrangement of objects or people side by side in a line,"[""row""]","[""fila"", ""hilera"", ""línea""]","[""横列""]","[""ligne"", ""rangée""]","[""bicha"", ""fileira""]","[""fila"", ""infilata""]","[""ciąg""]","[""排""]","[""baris"", ""barisan"", ""deret"", ""deretan""]"
8435388,a group of independent but interrelated elements comprising a unified whole,"[""system"", ""scheme""]","[""sistema""]","[""システム"", ""体系"", ""機構"", ""機関"", ""系列""]","[""réseau"", ""système""]","[""organização"", ""sistema""]","[""sistema""]","[""struktura"", ""system"", ""układ""]","[""体制"", ""体系"", ""制度"", ""系统"", ""组织""]","[""sistem"", ""skema"", ""struktur""]"
8436759,all the plant life in a particular region or period,"[""vegetation"", ""flora"", ""botany""]","[""flora"", ""vegetación""]","[""フロラ"", ""フローラ"", ""植物相"", ""植生""]","[""flore"", ""végétation""]","[""Vegetaçao"", ""Vegetação"", ""coberto_vegetal"", ""flora"", ""vegetação""]","[""vegetazione""]","[""formacja_roślinna""]","[""植物群"", ""植被"", ""草木""]","[""botani"", ""flora"", ""tumbuh-tumbuhan"", ""tumbuhan""]"
8439955,personnel who assist their superior in carrying out an assigned task,"[""staff""]","[""personal""]","[""スタッフ""]","[""personnel""]","[""equipe_de_funcionários"", ""estado-maior"", ""pessoal""]","[""staff""]","[""kadra"", ""obsada"", ""personel"", ""załoga""]","[""人员"", ""全体雇员"", ""员工"", ""工作人员""]","[""pekerja"", ""petugas"", ""staf""]"
8441203,the collection of rules imposed by authority,"[""law"", ""jurisprudence""]","[""jurisprudencia"", ""ley""]","[""ロー"", ""国法"", ""律令"", ""法"", ""法令""]","[""droit"", ""loi"", ""législation""]","[""ciências_jurídicas"", ""jurisprudência"", ""lei""]","[""corpo_legislativo"", ""diritto"", ""giurisprudenza"", ""legge"", ""legislazione""]","[""porządek_prawny"", ""prawnictwo"", ""prawo"", ""prawodawstwo"", ""ustawodawstwo""]","[""法律系统""]","[""hukum"", ""hukuman"", ""kanun"", ""peraturan"", ""undang-undang""]"
8459252,serial arrangement in which things follow in logical order or a recurrent pattern,"[""sequence""]","[""secuencia"", ""sucesión""]","[""シークェンス"", ""シークエンス"", ""シーケンス"", ""配列"", ""順""]","[""suite"", ""séquence""]","[""sequência"", ""seqüência""]","[""sequenza""]","[""sekwencja""]","[""序列"", ""次序""]","[""urutan""]"
8464601,a group of people with a common ideology who try together to achieve certain general goals,"[""movement"", ""social_movement"", ""front""]","[""movimiento""]","[""グループ""]","[""mouvement_social""]","[""Movimentos_sociais"", ""movimento"", ""movimento_social"", ""movimentos_sociais""]","[""movimento""]","[""front""]","[""活动""]","[""gerakan"", ""gerakan_sosial"", ""pergerakan""]"
8491027,the place where a person or organization can be found or communicated with,"[""address""]","[""dirección""]","[""アド"", ""アドレス"", ""住所"", ""居住地"", ""居所""]","[""adresse""]","[""endereço""]","[""indirizzo"", ""recapito"", ""ricapito""]","[""adres""]","[""住址"", ""地址""]","[""alamat""]"
8505573,arid land with little or no vegetation,"[""desert""]","[""desierto""]","[""デザート"", ""乾荒原"", ""沙漠"", ""砂海"", ""砂漠""]","[""désert"", ""déserter""]","[""Desertos"", ""deserto"", ""tapera""]","[""deserto""]","[""pustynia""]","[""沙漠""]","[""gurun"", ""padang_pasir""]"
8507558,"the place where something begins, where it springs into being","[""beginning"", ""origin"", ""root"", ""rootage"", ""source""]","[""fuente"", ""nacimiento"", ""origen"", ""principio""]","[""オリジン"", ""ルーツ"", ""元始"", ""出々し"", ""出だし""]","[""début"", ""origine"", ""racine"", ""source""]","[""fonte"", ""manancial"", ""nascente"", ""procedência"", ""prosedensia""]","[""origine""]","[""początek""]","[""开始"", ""开端"", ""根"", ""根源"", ""起因""]","[""akar"", ""asal"", ""asal_usul"", ""awal"", ""muasal""]"
8512736,a line that indicates a boundary,"[""boundary_line"", ""border"", ""borderline"", ""delimitation"", ""mete""]","[""frontera""]","[""ボーダーライン"", ""国境線"", ""境界線"", ""界線""]","[""frontière"", ""limite""]","[""borda"", ""delimitação"", ""fronteira"", ""limite""]","[""confine"", ""delimitazione"", ""frontiera"", ""linea_di_demarcazione""]","[""bordiura"", ""bordiurka""]","[""国境"", ""界线"", ""疆界"", ""边境"", ""边界""]","[""batas"", ""bingkai"", ""pembatasan"", ""peminggiran"", ""perbatasan""]"
8518505,a seat of government,"[""capital""]","[""capital""]","[""首府"", ""首都""]","[""capital"", ""capitale""]","[""Capital"", ""capital""]","[""capitale""]","[""miasto_stołeczne"", ""stolica""]","[""首都""]","[""ibu_kota"", ""ibu_negara"", ""ibu_negeri""]"
8521816,a point equidistant from the ends of a line or the extremities of a figure,"[""center"", ""centre"", ""midpoint""]","[""centro"", ""medio"", ""punto_medio""]","[""まん中"", ""センタ"", ""センター"", ""ミドル"", ""中""]","[""centre"", ""milieu""]","[""centro"", ""ponto_médio"", ""umbigo""]","[""centro""]","[""centrum"", ""serce"", ""środek""]","[""中心"", ""中心点"", ""中点""]","[""pertengahan"", ""pusat"", ""sentrum"", ""tengah""]"
8523483,an area that is approximately central within some larger region,"[""center"", ""centre"", ""middle"", ""heart"", ""eye""]","[""centro"", ""corazón"", ""medio"", ""ojo""]","[""まん中"", ""センタ"", ""センター"", ""中央"", ""中央部""]","[""centre"", ""coeur"", ""milieu"", ""œil""]","[""jazida""]","[""centro"", ""cuore"", ""mezzo""]","[""centrum""]","[""中央"", ""中心"", ""中心点"", ""中间""]","[""jantung"", ""pusat""]"
8524735,a large and densely populated urban area; may include several independent administrative districts,"[""city"", ""metropolis"", ""urban_center""]","[""ciudad"", ""urbe""]","[""市""]","[""métropole"", ""ville""]","[""centro_urbano"", ""cidade"", ""metrópole"", ""município"", ""urbe""]","[""città"", ""metropoli""]","[""gród"", ""miasto""]","[""城"", ""城市"", ""都市""]","[""bandar"", ""ibu_kota"", ""kota"", ""kota_metropolitan"", ""metropolis""]"
8558963,any address at which you dwell more than temporarily,"[""residence"", ""abode""]","[""dirección"", ""domicilio"", ""morada"", ""residencia""]","[""住い"", ""住まい"", ""住所"", ""定住地"", ""定住所""]","[""demeure"", ""domicile"", ""résidence""]","[""casa"", ""domicílio"", ""residência""]","[""abitazione"", ""dimora"", ""domicilio"", ""residenza"", ""sede""]","[""siedlisko"", ""siedziba""]","[""住处"", ""住宅"", ""居所""]","[""kediaman"", ""kedudukan"", ""rumah"", ""tempat_tinggal""]"
8565506,any place of complete bliss and delight and peace,"[""Eden"", ""paradise"", ""nirvana"", ""heaven"", ""promised_land""]","[""cielo"", ""edén"", ""paraíso"", ""tierra_prometida""]","[""エデンの園"", ""シャングリラ"", ""ハライソ"", ""パライソ"", ""パライゾ""]","[""ciel"", ""nirvana"", ""paradis""]","[""Paraíso"", ""alturas"", ""céu"", ""olimpo"", ""paraíso""]","[""Eden"", ""eden"", ""paradiso""]","[""eden"", ""raj"", ""rajski_ogród""]","[""乐园"", ""伊甸园"", ""天国"", ""天堂"", ""桃花源""]","[""firdaus"", ""surga"", ""syurga""]"
8567235,the area in which something exists or lives,"[""environment"", ""environs"", ""surroundings"", ""surround""]","[""entorno""]","[""環境""]","[""alentour"", ""environnement"", ""milieu"", ""voisinage""]","[""ambiente"", ""cerque"", ""entorno"", ""meio"", ""meio_ambiente""]","[""ambiente""]","[""otoczenie""]","[""围绕"", ""环境""]","[""lingkungan"", ""suasana""]"
8570758,a piece of land prepared for playing a game,"[""playing_field"", ""athletic_field"", ""playing_area"", ""field""]","[""campo""]","[""グラウンド"", ""グランド"", ""フィールド"", ""競技場"", ""運動場""]","[""terrain""]","[""campo""]","[""campo"", ""campo_da_gioco"", ""campo_sportivo""]","[""murawa""]","[""运动场""]","[""lapangan"", ""padang""]"
8588294,the region that is inside of something,"[""inside"", ""interior""]","[""interior""]","[""インサイド"", ""インナー"", ""内"", ""内側"", ""内方""]","[""dedans"", ""interne"", ""intérieur""]","[""interior""]","[""dentro"", ""di_dentro"", ""didentro"", ""interno""]","[""wnętrze"", ""środek""]","[""内部"", ""里面""]","[""batin"", ""hulu"", ""pedalaman"", ""perut""]"
8591592,a field of cultivated and mowed grass,"[""lawn""]","[""prado""]","[""芝"", ""芝地"", ""芝生""]","[""batiste"", ""clairière"", ""gazon"", ""pelouse""]","[""clareira"", ""grama"", ""gramado"", ""prado"", ""prados""]","[""prato""]","[""trawnik""]","[""绿茵"", ""草地"", ""草坪""]","[""halaman"", ""padang"", ""rerumputan"", ""rumput""]"
8591680,a relatively thin sheetlike expanse or region lying over or under another,"[""layer""]","[""capa"", ""estrato""]","[""レイヤ"", ""レイヤー"", ""層""]","[""couche""]","[""camada"", ""estrato""]","[""banco"", ""strato""]","[""warstwa""]","[""地层"", ""层""]","[""lapisan""]"
8612049,the (usually elliptical) path described by one celestial body in its revolution about another,"[""orbit"", ""celestial_orbit""]","[""órbita""]","[""軌道""]","[""orbite""]","[""órbita""]","[""orbita""]","[""orbita""]","[""天体轨道"", ""轨道""]","[""orbit""]"
8616050,a field covered with grass or herbage and suitable for grazing by livestock,"[""pasture"", ""pastureland"", ""grazing_land"", ""lea"", ""ley""]","[""pastizal"", ""pasto"", ""pastura""]","[""放牧地"", ""牧"", ""牧地"", ""牧場"", ""牧草地""]","[""prairie"", ""pré"", ""pâturage"", ""pâture""]","[""pastagens"", ""pasto"", ""prado""]","[""pascolo""]","[""pastwisko"", ""popas""]","[""牧场""]","[""padang_rumput"", ""pastura"", ""perumputan""]"
8616311,an established line of travel or access,"[""path"", ""route"", ""itinerary""]","[""camino"", ""recorrido"", ""ruta""]","[""コース"", ""パス"", ""ライン"", ""ルート"", ""ロード""]","[""chemin"", ""itinéraire"", ""liaison"", ""route"", ""trajet""]","[""caminho"", ""estrada"", ""itinerário"", ""itinerários"", ""linha""]","[""itinerario"", ""percorso"", ""rotta""]","[""szlak"", ""trasa""]","[""小径"", ""小道"", ""旅程"", ""线"", ""航线""]","[""jalan"", ""jalanan"", ""laluan"", ""perjalanan"", ""rute""]"
8639058,a sheltered port where ships can take on or discharge cargo,"[""seaport"", ""haven"", ""harbor"", ""harbour""]","[""puerto""]","[""ハーバー"", ""津"", ""海港"", ""港"", ""港津""]","[""abriter"", ""havre"", ""port"", ""refuge"", ""sphère""]","[""Harbor"", ""abra"", ""cais"", ""porto""]","[""porto""]","[""port_morski""]","[""海港"", ""港"", ""港口"", ""避难所"", ""避风港""]","[""pangkalan"", ""pelabuhan""]"
8641113,a surrounding or nearby region,"[""vicinity"", ""locality"", ""neighborhood"", ""neighbourhood"", ""neck_of_the_woods""]","[""cercanía"", ""inmediaciones"", ""vecindad""]","[""あたり"", ""あたり近所"", ""その辺"", ""付近"", ""側""]","[""environs"", ""proximité"", ""quartier"", ""vicinité"", ""voisinage""]","[""anexo"", ""bairro"", ""cercania"", ""proximidade"", ""vizinhança""]","[""adiacenza"", ""adiacenze"", ""circondario"", ""dintorni"", ""nei_pressi_di""]","[""okolica"", ""pobliże"", ""sąsiedztwo""]","[""周围"", ""周边"", ""附近""]","[""berhampiran"", ""daerah"", ""kawasan"", ""sekeliling"", ""sekitar""]"
8644722,an area outside of cities and towns,"[""country"", ""rural_area""]","[""campo""]","[""いなか"", ""ルーラル地域"", ""在地"", ""在所"", ""在方""]","[""campagne"", ""contrée"", ""pays""]","[""Zona_Rural"", ""Zona_rural"", ""campo"", ""áreas_rurais""]","[""campagna""]","[""wieś""]","[""乡下"", ""乡村""]","[""desa"", ""kampung"", ""kawasan"", ""negara"", ""negeri""]"
